"","STYPE","MAANTHUI","MGEMOMV","MGEMLEEF","MOSHOOFD","MGODRK","MGODPR","MGODOV","MGODGE","MRELGE","MRELSA","MRELOV","MFALLEEN","MFGEKIND","MFWEKIND","MOPLHOOG","MOPLMIDD","MOPLLAAG","MBERHOOG","MBERZELF","MBERBOER","MBERMIDD","MBERARBG","MBERARBO","MSKA","MSKB1","MSKB2","MSKC","MSKD","MHHUUR","MHKOOP","MAUT1","MAUT2","MAUT0","MZFONDS","MZPART","MINKM30","MINK3045","MINK4575","MINK7512","MINK123M","MINKGEM","MKOOPKLA","PWAPART","PWABEDR","PWALAND","PPERSAUT","PBESAUT","PMOTSCO","AAUT","PAANHANG","PTRACTOR","PWERKT","PBROM","PLEVEN","PPERSONG","PGEZONG","PWAOREG","PBRAND","PZEILPL","PPLEZIER","PFIETS","PINBOED","PBYSTAND","AWAPART","AWABEDR","AWALAND","APERSAUT","ABESAUT","AMOTSCO","AVRAAUT","AAANHANG","ATRACTOR","AWERKT","ABROM","ALEVEN","APERSONG","AGEZONG","AWAOREG","ABRAND","AZEILPL","APLEZIER","AFIETS","AINBOED","ABYSTAND","CARAVAN"
"694","13",1,2,"4","03","04","06","2","02","05","3","05","05","05","02","03","04","06","03","3","02","03","04","02","03","02","03","04","03","08","03","06","01","05","08","03","07","03","03","02","01","03","6","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"695","34",1,3,"3","06","01","05","1","06","06","3","04","03","03","07","01","05","06","01","1","01","05","05","02","01","01","03","08","02","02","09","07","03","03","09","02","05","02","01","05","01","06","6","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"696","02",1,3,"3","01","01","07","1","04","07","1","04","03","05","05","05","04","03","08","1","01","01","03","01","08","01","01","03","01","01","10","10","01","01","05","06","01","06","05","01","01","05","8","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"697","01",3,2,"4","10","03","02","6","03","08","1","03","02","07","04","03","06","03","06","3","02","02","01","03","05","04","02","03","01","03","08","08","01","03","06","05","02","02","09","01","01","06","7","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"698","14",1,2,"3","09","01","05","3","05","08","2","03","03","06","04","01","03","08","03","1","02","03","05","03","02","02","02","08","02","07","04","07","02","03","08","03","07","04","02","01","01","03","2","1","1","1","06","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"699","15",1,3,"3","06","02","06","2","04","08","2","03","03","04","06","03","05","05","04","2","03","03","03","02","04","03","04","04","02","04","07","07","03","02","06","05","04","03","04","03","02","05","4","1","1","1","06","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"700","35",1,3,"2","01","01","08","3","01","08","3","01","01","07","04","03","08","01","03","1","01","08","01","01","03","04","05","01","01","01","10","08","03","01","08","03","01","07","04","01","01","05","7","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","2","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"701","27",2,2,"4","04","01","06","3","04","08","1","03","03","06","04","01","02","09","01","1","01","03","05","04","01","01","02","08","03","10","01","09","01","02","08","03","06","05","01","01","01","03","2","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","3","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"702","04",1,2,"3","06","02","05","2","05","07","3","04","04","05","04","02","05","06","02","2","01","04","03","05","02","03","03","06","02","06","05","07","02","04","08","03","04","05","04","02","01","04","4","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"703","02",1,3,"2","01","05","02","1","06","07","4","01","01","05","06","06","04","03","06","1","01","04","02","03","05","04","02","03","01","01","10","07","04","01","03","08","01","04","05","04","02","08","8","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"704","16",1,3,"3","05","01","05","2","05","07","2","04","04","02","07","05","03","05","04","1","01","06","03","02","04","04","02","05","01","02","09","08","01","03","09","02","02","07","04","01","01","05","8","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"705","15",1,2,"3","06","02","05","2","05","07","3","04","04","05","04","02","05","06","02","2","01","04","03","05","02","03","03","06","02","06","05","07","02","04","08","03","04","05","04","02","01","04","4","3","1","1","07","1","6","01","1","1","1","1","04","1","1","1","5","1","1","1","1","1",1,0,0,2,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,"insurance"
"706","35",1,3,"2","01","02","06","2","04","09","2","02","02","04","07","05","05","03","05","2","01","04","02","02","04","03","04","03","01","02","09","08","02","02","05","06","02","04","05","03","02","06","7","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"707","24",1,2,"4","09","01","04","1","07","03","1","08","07","01","04","01","03","08","05","1","01","01","01","06","01","03","01","08","01","07","04","04","01","07","08","03","08","01","03","01","01","03","3","2","1","1","01","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"708","15",1,2,"3","06","01","08","1","03","08","3","01","01","06","05","01","04","07","03","1","01","03","06","03","03","02","03","06","03","01","10","05","05","03","07","04","03","06","04","01","01","04","4","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"709","05",1,3,"2","05","01","08","3","01","08","3","01","01","07","04","03","08","01","03","1","01","08","01","01","03","04","05","01","01","01","10","08","03","01","08","03","01","07","04","01","01","05","7","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"710","14",1,2,"3","09","02","06","4","03","07","1","04","04","05","04","01","03","08","02","1","01","04","04","05","02","01","03","07","02","05","06","07","02","03","10","01","02","08","03","01","01","04","2","1","1","1","01","1","1","01","1","1","1","4","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"711","13",2,2,"2","03","01","07","2","04","06","2","04","03","03","06","01","03","08","01","1","02","03","04","06","01","02","03","07","03","07","04","06","03","04","09","02","09","02","02","01","01","03","6","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"712","14",1,2,"4","09","01","07","1","04","05","1","06","04","05","04","01","05","06","03","1","01","03","05","04","02","01","03","05","04","10","01","06","01","05","06","05","07","03","02","01","01","03","2","3","1","1","01","1","1","01","1","1","1","1","05","1","1","1","4","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"noinsurance"
"713","15",2,4,"2","06","01","06","2","05","09","2","01","01","02","09","01","05","06","01","1","01","06","03","03","01","03","04","06","01","03","08","06","05","01","10","01","02","08","03","02","01","05","4","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"714","32",1,3,"2","03","01","04","2","06","09","1","02","02","02","08","03","04","06","03","1","01","03","04","04","03","01","03","05","04","10","01","08","01","03","10","01","05","06","01","01","01","04","5","1","1","1","06","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"715","14",1,2,"3","09","01","07","1","04","04","1","07","04","05","04","01","04","07","03","1","01","03","05","05","02","01","03","05","04","10","01","06","01","05","06","05","06","04","02","01","01","03","2","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"716","09",1,3,"4","10","03","03","3","06","08","2","03","03","05","05","06","04","03","09","2","01","01","01","01","08","01","03","01","01","01","10","04","06","03","03","08","01","03","06","03","02","07","9","2","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"717","04",1,3,"3","06","01","05","2","05","08","1","03","03","04","06","01","03","08","01","1","04","01","04","04","03","01","03","04","05","04","07","06","03","04","08","03","06","05","01","01","01","03","4","1","1","1","01","1","1","01","1","1","1","4","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"718","35",1,3,"2","01","02","08","1","03","08","1","03","02","04","07","04","06","02","07","1","01","03","01","02","07","02","04","02","01","05","06","08","03","02","06","05","02","02","09","01","01","06","7","3","1","1","06","1","1","01","1","1","1","1","01","1","1","1","3","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"719","15",1,3,"3","06","01","08","1","03","06","2","05","05","02","06","01","03","08","01","1","01","02","03","07","01","01","03","06","03","07","04","07","02","03","09","02","03","07","01","02","01","04","4","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"720","15",1,2,"3","06","01","08","1","03","07","1","04","03","06","04","03","03","06","03","1","01","04","04","03","03","01","01","08","01","06","05","07","01","04","08","03","04","03","06","01","01","05","4","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"721","13",2,2,"2","03","01","07","2","04","06","2","04","03","03","06","01","03","08","01","1","02","03","04","06","01","02","03","07","03","07","04","06","03","04","09","02","09","02","02","01","01","03","6","1","1","1","01","1","1","01","1","1","1","5","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"722","23",1,2,"3","09","02","06","2","03","07","3","03","02","08","03","02","05","06","02","1","01","05","04","04","02","04","02","04","04","02","09","09","01","02","07","04","02","06","05","01","01","05","4","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"723","14",1,2,"4","09","05","03","1","04","05","2","05","04","05","04","03","04","06","02","2","02","03","02","06","02","02","03","06","03","06","05","05","02","06","08","03","07","03","03","01","02","04","2","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"724","23",1,2,"3","09","01","04","1","07","06","1","05","02","05","05","01","01","10","01","1","01","01","03","08","01","01","01","05","06","09","02","07","01","04","10","01","03","06","04","02","01","05","4","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"725","34",1,3,"3","06","05","04","2","03","07","2","03","01","01","10","01","01","10","01","1","01","01","01","10","01","01","01","10","01","06","06","08","02","03","07","04","01","06","06","01","01","05","6","2","1","1","01","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"726","15",1,2,"3","06","04","05","1","04","07","1","04","04","03","06","01","06","05","01","1","01","05","06","01","01","01","06","05","01","01","10","10","01","01","06","05","03","08","01","01","01","04","4","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"727","15",1,4,"2","06","01","06","1","05","09","1","02","01","02","09","01","02","09","01","1","01","02","06","05","01","02","02","08","02","10","01","08","03","01","10","01","04","07","02","01","01","04","4","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"728","06",1,2,"2","08","02","06","2","05","05","4","03","03","07","02","02","06","05","02","1","01","06","02","05","02","03","05","05","01","10","01","08","03","02","09","02","05","04","03","03","01","05","3","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","3","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"729","16",1,3,"3","05","02","07","3","03","09","1","02","02","03","07","05","04","03","06","2","01","03","03","02","05","03","02","04","01","03","08","07","04","02","05","06","02","02","06","04","01","07","8","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"730","23",1,2,"4","09","02","04","2","06","06","2","05","04","05","04","01","03","09","01","1","01","02","05","05","01","02","02","06","04","09","02","06","01","05","08","03","07","04","02","02","01","04","4","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"731","37",1,2,"4","04","03","05","3","04","07","1","04","04","03","05","03","05","04","03","3","02","05","03","02","03","03","05","03","01","04","07","07","02","04","06","05","02","06","04","02","01","05","2","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","3","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"732","10",1,2,"4","10","03","08","1","01","10","1","01","02","07","04","01","07","04","04","1","01","06","01","03","03","02","06","03","02","02","09","08","03","01","08","03","02","07","02","01","03","06","7","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"733","39",1,4,"2","08","01","06","2","05","09","2","02","02","03","07","02","04","07","01","1","01","06","02","04","01","02","04","06","02","08","03","09","02","02","10","01","03","07","03","01","01","04","3","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"734","19",1,2,"4","09","01","07","2","04","06","1","05","05","05","03","03","04","06","03","1","01","05","04","03","03","04","01","06","03","08","03","07","01","04","10","01","06","03","03","01","01","04","2","1","1","1","06","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"735","19",1,2,"3","09","02","06","2","04","05","2","06","05","03","04","02","04","06","02","1","02","03","04","05","02","03","03","06","02","06","05","06","02","04","09","02","06","04","03","01","01","04","2","1","1","1","07","1","1","01","1","1","1","3","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"736","14",1,2,"3","09","01","06","2","04","07","1","04","04","04","04","01","02","09","01","1","01","05","01","06","01","02","02","06","04","10","01","08","01","03","10","01","07","03","02","01","01","03","2","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"737","32",1,3,"3","03","01","05","1","06","08","3","01","01","05","06","01","01","10","01","1","01","03","05","05","01","01","01","08","03","06","05","09","01","02","09","02","03","05","05","01","01","05","5","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"738","14",1,3,"3","09","01","03","4","05","07","1","04","03","01","08","01","04","07","01","1","01","04","04","05","01","03","01","08","01","10","01","08","01","03","10","01","03","06","04","01","01","04","2","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"739","03",1,3,"3","05","02","06","3","04","08","2","03","01","03","08","05","05","03","06","2","01","04","02","02","06","02","03","03","02","02","09","08","01","03","05","06","03","03","05","03","02","06","9","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"740","29",1,3,"3","01","01","05","3","05","08","2","03","01","01","10","01","10","01","02","1","01","04","04","04","01","01","01","10","01","06","05","08","02","02","09","02","02","07","03","02","01","05","9","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"741","37",1,2,"5","04","02","07","2","03","06","2","05","05","04","03","03","06","04","02","1","01","07","02","03","02","03","04","05","03","09","02","07","02","04","05","06","06","04","02","03","01","05","2","2","1","1","01","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"742","29",1,3,"3","01","01","04","1","07","10","1","01","01","04","07","06","03","03","03","1","01","06","01","03","03","06","01","03","01","01","10","07","01","04","10","01","01","05","06","01","01","05","9","1","1","1","06","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"743","19",1,2,"3","09","01","03","3","06","06","3","04","03","05","05","01","04","07","01","1","01","03","06","04","01","02","02","09","02","10","01","08","01","03","08","03","06","05","02","01","01","04","2","1","1","1","01","1","1","01","1","1","1","4","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"744","20",1,2,"5","06","03","04","3","05","08","3","02","05","05","02","01","06","05","03","1","01","06","03","03","01","02","06","05","01","05","06","08","02","02","08","03","05","06","01","01","01","04","5","1","1","1","07","1","5","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"745","16",1,2,"3","05","02","06","1","04","08","2","03","04","04","05","01","06","05","04","1","01","01","06","03","01","05","04","01","03","01","10","07","03","03","07","04","01","06","04","03","01","06","8","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"746","14",1,3,"4","09","01","09","1","02","07","2","03","02","04","06","01","04","07","02","1","01","04","03","05","02","03","03","05","04","07","04","06","01","05","08","03","07","04","02","02","01","03","2","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"747","12",1,4,"3","06","01","05","2","06","07","3","03","01","05","06","01","05","06","05","1","01","04","04","01","01","05","01","06","01","06","05","07","03","03","09","02","01","01","05","06","01","08","7","1","1","1","07","1","1","01","1","4","1","1","01","1","1","1","4","1","1","1","1","1",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"748","33",1,4,"2","10","02","05","2","05","08","2","03","03","05","05","06","05","01","01","6","05","01","01","01","10","01","01","01","01","05","06","07","03","02","06","05","01","01","10","01","01","07","7","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"749","37",1,2,"5","04","02","06","2","03","07","2","04","06","05","02","02","06","05","04","2","02","03","04","02","03","03","03","04","03","07","04","07","01","04","07","04","04","06","03","02","01","04","2","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","3","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"750","15",1,4,"2","06","01","09","2","01","10","1","01","01","03","08","03","04","05","04","2","01","05","02","02","04","03","03","05","01","01","10","08","03","01","07","04","01","07","04","01","01","05","4","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"751","15",1,4,"2","06","01","05","1","06","09","1","02","02","01","09","04","05","03","01","1","01","04","06","02","01","04","02","06","02","03","08","08","02","02","07","04","03","05","05","01","01","04","4","1","1","1","06","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"752","39",1,2,"3","08","02","07","2","03","05","2","06","06","04","03","04","05","04","05","1","01","04","02","03","04","02","04","04","02","05","06","06","01","05","06","05","06","03","04","02","01","04","3","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","2","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"753","15",1,2,"3","06","01","04","4","05","07","2","03","02","03","08","01","04","07","01","1","01","04","04","05","01","02","02","07","04","10","01","08","01","03","08","03","08","03","02","01","01","03","4","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"754","36",1,2,"3","08","01","06","2","05","05","4","04","02","06","04","03","05","04","03","2","02","06","03","02","03","03","05","04","01","09","02","06","02","05","08","03","05","05","02","02","01","04","4","1","1","1","06","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"755","24",1,2,"4","09","02","05","3","05","07","2","04","01","06","05","01","03","08","01","1","01","01","01","10","01","01","03","03","06","06","05","06","02","04","08","03","01","08","01","03","01","05","3","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"noinsurance"
"756","32",1,4,"2","03","01","07","1","04","08","2","03","03","02","07","02","04","06","03","2","01","04","04","03","02","03","03","05","02","07","04","06","03","04","08","03","04","06","03","01","01","04","5","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","6","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"noinsurance"
"757","36",1,2,"2","08","03","05","3","05","08","2","03","07","01","04","02","09","01","04","1","01","02","02","06","01","04","07","02","01","07","04","08","02","03","07","04","05","05","03","01","01","04","4","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","3","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"758","32",1,2,"2","03","01","06","2","05","05","5","03","03","04","05","03","04","05","03","1","01","04","04","03","03","03","03","06","02","08","03","08","01","03","10","01","03","03","06","01","01","05","5","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"759","19",1,2,"4","10","01","06","4","03","06","2","05","04","05","04","02","04","07","03","2","02","04","05","03","02","03","02","07","02","07","04","07","02","04","08","03","05","04","03","02","01","04","4","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"760","14",1,4,"3","09","01","04","1","07","10","1","01","01","06","05","01","02","09","02","1","01","05","02","06","01","02","01","05","06","05","06","10","01","01","05","06","02","05","05","02","01","05","2","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"761","12",2,3,"2","06","01","08","1","03","08","3","01","01","05","06","01","03","08","01","3","01","03","05","03","01","01","05","06","01","03","08","06","05","01","10","01","01","06","05","01","01","05","7","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"762","39",1,2,"3","08","01","08","1","03","08","3","01","01","06","05","01","04","07","03","1","01","03","06","03","03","02","03","06","03","01","10","05","05","03","07","04","03","06","04","01","01","04","3","1","1","5","07","1","5","01","1","1","1","1","05","1","1","1","5","1","1","1","1","1",0,0,1,2,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,"noinsurance"
"763","19",1,3,"3","09","01","07","1","04","08","1","03","01","06","05","03","05","05","03","3","01","04","04","03","04","03","01","05","01","03","08","08","03","01","03","08","01","06","05","01","01","05","2","3","1","1","01","1","1","01","3","1","1","1","01","1","1","1","5","2","7","1","2","1",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,"insurance"
"764","13",1,4,"2","03","03","01","3","06","10","1","01","01","04","07","03","05","05","03","1","01","04","06","01","03","01","04","06","01","01","10","10","01","01","08","03","01","06","05","01","01","05","6","3","1","1","07","1","5","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"765","34",1,2,"4","06","01","06","2","04","08","2","03","04","05","04","01","04","07","01","1","01","03","03","07","01","03","04","04","04","06","05","10","01","01","06","05","03","03","04","04","01","06","6","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"766","15",1,4,"3","06","02","05","2","05","08","2","03","01","03","08","03","01","08","06","1","01","03","01","04","03","03","06","03","01","07","04","07","03","02","06","05","08","03","01","01","01","03","4","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
